FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Anthony Lapsley,"5' 9""",170 lbs.,--,Southpaw,"Feb 13, 1980",http://ufcstats.com/fighter-details/f3a853544e4413c4
TJ Laramie,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",http://ufcstats.com/fighter-details/cd2e5a390821fb48
Icho Larenas,"6' 3""",235 lbs.,--,Orthodox,"Mar 12, 1980",http://ufcstats.com/fighter-details/49efbdc6c9f650c4
Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",http://ufcstats.com/fighter-details/9450848a71d53776
Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",http://ufcstats.com/fighter-details/c3bd649a9194e50c
Brock Larson,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",http://ufcstats.com/fighter-details/5eedbf1e9601be35
Ryan Larson,--,170 lbs.,--,,"Dec 30, 1980",http://ufcstats.com/fighter-details/7107e53ebd7435fb
Bobby Lashley,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976",http://ufcstats.com/fighter-details/b0826525fa17231d
Ilir Latifi,"5' 10""",230 lbs.,"73""",Orthodox,"Jul 28, 1982",http://ufcstats.com/fighter-details/e9a3aeb207578eea
Sione Latu,"6' 0""",215 lbs.,--,,--,http://ufcstats.com/fighter-details/5898357a45a73674
Phillip Latu,"6' 3""",205 lbs.,"76""",Orthodox,"Feb 17, 1991",http://ufcstats.com/fighter-details/09224b76d27007ee
Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",http://ufcstats.com/fighter-details/ec664422b22d9787
Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",http://ufcstats.com/fighter-details/3bad7ef643840f67
Dan Lauzon,"5' 10""",155 lbs.,--,Orthodox,"Mar 30, 1988",http://ufcstats.com/fighter-details/4c8d6fde2dde07c4
Sandra Lavado,"5' 7""",115 lbs.,"66""",Orthodox,"May 03, 1994",http://ufcstats.com/fighter-details/aa6da8cb3a26da04
Chatt Lavender,"5' 8""",170 lbs.,--,,"May 24, 1976",http://ufcstats.com/fighter-details/5449dcccd972ff83
Cody Law,--,145 lbs.,--,,"Mar 24, 1995",http://ufcstats.com/fighter-details/e3162dbdbfd78287
Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",http://ufcstats.com/fighter-details/a571770c4016736f
Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",http://ufcstats.com/fighter-details/f2925e6db404bf1d
Tom Lawlor,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",http://ufcstats.com/fighter-details/4d44f37107f01b9b
Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",http://ufcstats.com/fighter-details/879f6cae48d25baa
Lance Lawrence,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",http://ufcstats.com/fighter-details/ce039df1994b18f0
Ronnie Lawrence,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",http://ufcstats.com/fighter-details/e7e01e266a9d4342
Eric Lawson,"6' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
Jimmy Lawson,"6' 0""",265 lbs.,"77""",Orthodox,"Nov 13, 1991",http://ufcstats.com/fighter-details/e43eefb10d440cb0
Valmir Lazaro,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",http://ufcstats.com/fighter-details/777dea713da2441d
Zviad Lazishvili,"5' 6""",135 lbs.,"69""",Orthodox,"Oct 25, 1991",http://ufcstats.com/fighter-details/41498c2d1a87b154
Mounir Lazzez,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",http://ufcstats.com/fighter-details/49ee5024966efc0d
Cung Le,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Thanh Le,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985",http://ufcstats.com/fighter-details/882b3f5a0774d575
Quang Le,"5' 7""",135 lbs.,"70""",Orthodox,"Oct 18, 1991",http://ufcstats.com/fighter-details/32feae6d9a1e5047
Carlos Leal,"5' 11""",170 lbs.,"74""",Orthodox,"May 04, 1994",http://ufcstats.com/fighter-details/28d421729451c8ca
Jordan Leavitt,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Jerome LeBanner,"6' 3""",265 lbs.,--,Southpaw,"Dec 26, 1972",http://ufcstats.com/fighter-details/2d0b10789feafddb
Chris Leben,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",http://ufcstats.com/fighter-details/d43a048a880efdff
Jean-Paul Lebosnoyani,"5' 11""",170 lbs.,"72""",Switch,"Jan 27, 1999",http://ufcstats.com/fighter-details/a3dda21be645be93
Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",http://ufcstats.com/fighter-details/c575ab451e3c5b1d
Stephen Ledbetter,"5' 9""",145 lbs.,--,Orthodox,"Jun 30, 1982",http://ufcstats.com/fighter-details/56ec58954158966a
Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
James Lee,"5' 11""",205 lbs.,--,Southpaw,"Sep 22, 1973",http://ufcstats.com/fighter-details/863d06a7ef8bc98c
David Lee,"5' 10""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/8caca5857ce0e30b
Jackie Lee,--,--,--,,--,http://ufcstats.com/fighter-details/4985113c0928aa62
Eun Soo Lee,"6' 1""",215 lbs.,--,Orthodox,"Mar 07, 1982",http://ufcstats.com/fighter-details/39c568f8c579913e
Tae Hyun Lee,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975",http://ufcstats.com/fighter-details/de99da2c0d18d34a
Tommy Lee,"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977",http://ufcstats.com/fighter-details/806975e1b4f47b27
Matt Lee,"5' 11""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/d9e3743bae8d703d
Imani Lee,--,--,--,Orthodox,--,http://ufcstats.com/fighter-details/0802be3516ef8f66
Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
Rocky Lee,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",http://ufcstats.com/fighter-details/0d1c163b206e8c5f
Andrea Lee,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",http://ufcstats.com/fighter-details/05fa626cb33d15b8
JeongYeong Lee,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995",http://ufcstats.com/fighter-details/d008d785f6347dc2
JungHyun Lee,"5' 5""",125 lbs.,"65""",Orthodox,"Sep 10, 2002",http://ufcstats.com/fighter-details/b6033505c245e28b
ChangHo Lee,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994",http://ufcstats.com/fighter-details/117a06469813e4ef
Macksom Lee,"6' 1""",135 lbs.,"75""",Orthodox,"Jan 06, 1999",http://ufcstats.com/fighter-details/9fd299c8356cbf0f
Ricky Legere Jr.,"5' 8""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/5817df778cc27274
Sherron Leggett,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978",http://ufcstats.com/fighter-details/4f670b7972fa0a2e
Cheyden Leialoha,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",http://ufcstats.com/fighter-details/98cbbc06074c68a4
Claudia Leite,"5' 3""",135 lbs.,"64""",Orthodox,"Nov 04, 1996",http://ufcstats.com/fighter-details/90550a08f0b02b6f
Thales Leites,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",http://ufcstats.com/fighter-details/cfb65863d5099327
Jovan Leka,--,265 lbs.,--,,"Mar 15, 2002",http://ufcstats.com/fighter-details/182a73d5b4e57871
Stefan Leko,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974",http://ufcstats.com/fighter-details/d56bb6dff2ae77eb
Gabe Lemley,"5' 8""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/fd4578cac86d75ca
Amanda Lemos,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",http://ufcstats.com/fighter-details/3df5493bb279226f
Giacomo Lemos,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",http://ufcstats.com/fighter-details/f37822d5b3e47517
Christophe Leninger,"6' 0""",200 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/7269329bd87eb479
Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",http://ufcstats.com/fighter-details/3ae10ac4df3df05c
Jean Francois Lenogue,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972",http://ufcstats.com/fighter-details/e60201cfab7d656d
Nik Lentz,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",http://ufcstats.com/fighter-details/6fb1ba67bef41b37
Alberta Cerra Leon,"5' 8""",238 lbs.,--,,--,http://ufcstats.com/fighter-details/6e02c318762f52f1
Victoria Leonardo,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",http://ufcstats.com/fighter-details/9dedfdd91070ddd8
Anthony Leone,"5' 6""",135 lbs.,--,Orthodox,"May 27, 1987",http://ufcstats.com/fighter-details/86b9b51a81e9c339
Chad Leonhardt,"6' 0""",170 lbs.,--,,"Feb 19, 1980",http://ufcstats.com/fighter-details/657d0ed181f04215
Kimo Leopoldo,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Michael Lerma,--,--,--,,--,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
Lukasz Les,--,170 lbs.,--,,"Nov 05, 1981",http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Brock Lesnar,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",http://ufcstats.com/fighter-details/513c6f1715e547a8
Frank Lester,"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984",http://ufcstats.com/fighter-details/edd8d5d8089a35f8
Valerie Letourneau,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",http://ufcstats.com/fighter-details/46a2f24feb258ae0
Leah Letson,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992",http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Justin Levens,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980",http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",http://ufcstats.com/fighter-details/182f2b78582de3d8
David Levicki,"6' 5""",275 lbs.,--,,--,http://ufcstats.com/fighter-details/49590e0508b2c19f
Kyle Levinton,--,--,--,,--,http://ufcstats.com/fighter-details/81ddc98fceb30086
Natan Levy,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
John Lewis,"6' 0""",155 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/4a01dc8376736ef5
Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Bevon Lewis,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",http://ufcstats.com/fighter-details/899923ff6ab13917
Brandon Lewis,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997",http://ufcstats.com/fighter-details/6623cb1c27025634
Malik Lewis,"6' 0""",155 lbs.,"75""",Orthodox,"Mar 04, 1996",http://ufcstats.com/fighter-details/f60dbe6e05489c4f
Chi Lewis-Parry,"6' 9""",243 lbs.,--,,"Aug 10, 1983",http://ufcstats.com/fighter-details/a307a10414d0ad00
Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",http://ufcstats.com/fighter-details/e64b96c07d7ce999
Li Yunfeng,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 08, 1999",http://ufcstats.com/fighter-details/4c7afd56ef1947ac
Liang Na,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1996",http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Jess Liaudin,"5' 9""",170 lbs.,"72""",Orthodox,--,http://ufcstats.com/fighter-details/a8aba6fd8a463043
Chuck Liddell,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",http://ufcstats.com/fighter-details/a390eb8a9b2df298
Rodrigo Lidio,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 07, 1989",http://ufcstats.com/fighter-details/11b5a809c3120e27
Sam Liera,--,--,--,,--,http://ufcstats.com/fighter-details/421ccfc6ddb17958
Zach Light,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",http://ufcstats.com/fighter-details/5d7c18191b8aa432
Scott Lighty,"6' 2""",205 lbs.,--,,"Oct 15, 1978",http://ufcstats.com/fighter-details/998c8890a8dde1eb
Chris Liguori,"5' 9""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Donnie Liles,"5' 9""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a1bf037613180253
Jae Suk Lim,"5' 9""",170 lbs.,--,Orthodox,"Nov 09, 1979",http://ufcstats.com/fighter-details/bbb15f301e4a490a
Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",http://ufcstats.com/fighter-details/203c957eac95dd87
Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",http://ufcstats.com/fighter-details/75a6a390fd5dca46
Dhiego Lima,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",http://ufcstats.com/fighter-details/e9213f53ddeca978
Douglas Lima,"6' 1""",170 lbs.,--,,"Jan 05, 1988",http://ufcstats.com/fighter-details/264111bf62662fbf
Mabelly Lima,"5' 2""",135 lbs.,--,Orthodox,"Jan 25, 1994",http://ufcstats.com/fighter-details/6135fd9665fbb74e
Andre Lima,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",http://ufcstats.com/fighter-details/b1f21ce050035d58
Felipe Lima,"5' 6""",135 lbs.,"68""",Orthodox,"May 07, 1998",http://ufcstats.com/fighter-details/9256f591b30c073e
Miguel Linares,--,--,--,,--,http://ufcstats.com/fighter-details/18c49685296c60e6
Emiliano Linares,"5' 8""",145 lbs.,"72""",Orthodox,"Apr 21, 1997",http://ufcstats.com/fighter-details/a4ef92274a45143d
Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Jake Lindsey,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",http://ufcstats.com/fighter-details/33e00249ef08d3a4
John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",http://ufcstats.com/fighter-details/c268b2cfebccf652
Austin Lingo,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",http://ufcstats.com/fighter-details/305d73ede05e31ad
Lucio Linhares,"6' 2""",185 lbs.,--,Orthodox,"Dec 08, 1973",http://ufcstats.com/fighter-details/a780d16cf7eed44d
Philipe Lins,"6' 2""",205 lbs.,"78""",Orthodox,"Aug 17, 1985",http://ufcstats.com/fighter-details/53c943c873cffe90
Tainara Lisboa,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 02, 1991",http://ufcstats.com/fighter-details/2c5f5749569eef66
Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",http://ufcstats.com/fighter-details/68c6cd5287b473a7
Wesley Little,"6' 4""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/008c6e1a25751575
Adam Livingston,"6' 2""",155 lbs.,"71""",Orthodox,"Aug 15, 2001",http://ufcstats.com/fighter-details/515890922fe9ce96
James Llontop,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 02, 1999",http://ufcstats.com/fighter-details/93b2b7caa457cbea
Abner Lloveras,"5' 11""",155 lbs.,--,,"Sep 04, 1982",http://ufcstats.com/fighter-details/6448e57a9533b7e4
Brian Lo-A-Njoe,"5' 7""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
John Lober,"5' 11""",199 lbs.,--,Orthodox,"Feb 26, 1968",http://ufcstats.com/fighter-details/31652c9267606d54
Artem Lobov,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",http://ufcstats.com/fighter-details/02f2a9702ba3d167
Dylan Lockard,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",http://ufcstats.com/fighter-details/9caa254991a5a698
Ryan Loder,"6' 2""",185 lbs.,"76""",Southpaw,"Jun 05, 1991",http://ufcstats.com/fighter-details/d5bab53a1a603aac
Sean Loeffler,"6' 3""",185 lbs.,--,Orthodox,"May 23, 1982",http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
Christian Lohsen,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",http://ufcstats.com/fighter-details/4ab36d70d1b28b58
David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",http://ufcstats.com/fighter-details/22e47b53e4ceb27c
Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
Michael Lombardo,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990",http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
Rocky Long,--,145 lbs.,--,,"Feb 18, 1978",http://ufcstats.com/fighter-details/10e04e5e81f391a0
Thomas Longacre,"5' 9""",145 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/989be26791d0aad4
Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",http://ufcstats.com/fighter-details/4e30e4250cb08b61
Ange Loosa,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 18, 1993",http://ufcstats.com/fighter-details/1497e735d9f2560a
Lucas Lopes,"6' 2""",185 lbs.,--,,"Oct 05, 1979",http://ufcstats.com/fighter-details/1f70dd67ad507990
Dileno Lopes,"5' 5""",135 lbs.,--,,"Sep 26, 1984",http://ufcstats.com/fighter-details/8270c00fae24c922
Diego Lopes,"5' 11""",145 lbs.,"72""",Orthodox,"Dec 30, 1994",http://ufcstats.com/fighter-details/f166e93d04a8c274
Bruno Lopes,"6' 2""",205 lbs.,"74""",Orthodox,"Apr 24, 1993",http://ufcstats.com/fighter-details/0abcf6bc47191219
Arthur Lopes,"6' 2""",234 lbs.,"77""",Southpaw,"Feb 17, 1993",http://ufcstats.com/fighter-details/2aa481e98185e261
Ivan Lopez,"5' 6""",135 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/0db9d2486d564a3c
Steve Lopez,"5' 11""",155 lbs.,--,Orthodox,"Jul 30, 1984",http://ufcstats.com/fighter-details/6085ceb59087514b
Federico Lopez,"5' 4""",139 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/9681e0ce67dc978b
Jorge Lopez,"5' 10""",170 lbs.,--,Orthodox,"Nov 21, 1988",http://ufcstats.com/fighter-details/ee624ee2a18f2a43
Christopher Lopez,"5' 10""",170 lbs.,--,,"Jan 30, 1986",http://ufcstats.com/fighter-details/5148a665aa527865
Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",http://ufcstats.com/fighter-details/2fc7e9701642ca38
Benito Lopez,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",http://ufcstats.com/fighter-details/773f7feacf96153e
Gustavo Lopez,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",http://ufcstats.com/fighter-details/93b62c5f2ba18e51
Alik Lorenz,"6' 2""",205 lbs.,"77""",Orthodox,"Jan 25, 1997",http://ufcstats.com/fighter-details/92b5f4ee9ff40321
Brendan Loughnane,"5' 10""",145 lbs.,"70""",Switch,"Dec 05, 1989",http://ufcstats.com/fighter-details/b788862dd1c11eac
Nate Loughran,"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980",http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
Caolan Loughran,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",http://ufcstats.com/fighter-details/42ac4020cba261ad
Rashard Lovelace,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/e601d71cf8e5be22
Ian Loveland,"5' 8""",145 lbs.,--,Orthodox,"Sep 07, 1983",http://ufcstats.com/fighter-details/eea0274e153256a0
Jakob Lovstad,"6' 3""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/ad044be25c94dcfd
Waylon Lowe,"5' 7""",145 lbs.,--,Southpaw,"Oct 31, 1980",http://ufcstats.com/fighter-details/28f62d866c59c709
Brandon Lowe,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/78ac94d54aa7f378
Joe Lowry,"5' 11""",155 lbs.,"73""",Orthodox,"Dec 12, 1989",http://ufcstats.com/fighter-details/86248c84834238e7
Lu Kai,"5' 9""",145 lbs.,"69""",Orthodox,"Mar 01, 1994",http://ufcstats.com/fighter-details/a2d23e684b3db732
Lu Zhengyong,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
Robert Lucarelli,"6' 2""",245 lbs.,--,,--,http://ufcstats.com/fighter-details/96087e90d900f0ef
Matt Lucas,"6' 1""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/668222c99c5c311d
Cleber Luciano,"5' 6""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
Stephanie Luciano,"5' 6""",115 lbs.,"65""",Orthodox,"Dec 16, 1999",http://ufcstats.com/fighter-details/1b35af4d1529adf6
Iasmin Lucindo,"5' 3""",115 lbs.,"66""",Orthodox,"Jan 08, 2002",http://ufcstats.com/fighter-details/abcf2cc6efc42031
Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",http://ufcstats.com/fighter-details/84ac950d4c1722dd
Lawrence Lui,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 04, 1996",http://ufcstats.com/fighter-details/a1ad35b98a9136e5
Mike Lullo,"5' 8""",145 lbs.,--,Orthodox,"Jul 24, 1979",http://ufcstats.com/fighter-details/e26882820f9e8df5
Juan Andres Luna,"5' 7""",125 lbs.,"72""",Orthodox,"Aug 20, 1995",http://ufcstats.com/fighter-details/1fd9f744105024a8
Paula Luna,"5' 2""",125 lbs.,"62""",Orthodox,"Jul 05, 1999",http://ufcstats.com/fighter-details/5b1effb0db45273a
Juan Adrian Luna,--,135 lbs.,--,,"Aug 20, 1995",http://ufcstats.com/fighter-details/e3b30b573e7f0d19
Santiago Luna,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 06, 2004",http://ufcstats.com/fighter-details/faf317c665546a36
Dalcha Lungiambula,"5' 8""",185 lbs.,"76""",Orthodox,"Jul 31, 1987",http://ufcstats.com/fighter-details/ce632027bf2a871b
Alexandru Lungu,"6' 0""",385 lbs.,--,Orthodox,"Sep 03, 1974",http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
Vicente Luque,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",http://ufcstats.com/fighter-details/6d4b63c767106d3a
Thaddeus Luster,"6' 3""",210 lbs.,--,,--,http://ufcstats.com/fighter-details/505934897b8b4824
Travis Lutter,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",http://ufcstats.com/fighter-details/622f015c81a9b13a
Joilton Lutterbach,"6' 1""",185 lbs.,"75""",Orthodox,"Nov 05, 1992",http://ufcstats.com/fighter-details/12630a4aa0894da8
Tucker Lutz,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 12, 1994",http://ufcstats.com/fighter-details/7832f2f62f04178f
Lv Zhenhong,"5' 8""",145 lbs.,"67""",Switch,"Jun 25, 1993",http://ufcstats.com/fighter-details/5a4913108a3b9190
Stevie Lynch,"5' 10""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/710d93f1508f7104
Adam Lynn,"5' 10""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
Chris Lytle,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",http://ufcstats.com/fighter-details/91acd6910b802a9e
Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 09, 1988",http://ufcstats.com/fighter-details/98a6b2361045898f
Pawan Maan,"5' 7""",155 lbs.,"70""",Orthodox,"Apr 06, 1986",http://ufcstats.com/fighter-details/450bacdacd706bcd
William Macario,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",http://ufcstats.com/fighter-details/ed74afc8b5b47a61
Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",http://ufcstats.com/fighter-details/2be6596a9db33bf5
Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
Ryan MacDonald,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",http://ufcstats.com/fighter-details/35e1f9984ed64206
Clayton MacFarlane,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/39831e62d12e7ad1
Ilima Macfarlane,"5' 4""",125 lbs.,--,,--,http://ufcstats.com/fighter-details/8cf90e41646491fd
Valesca Machado,"5' 4""",115 lbs.,"63""",Orthodox,"May 06, 1996",http://ufcstats.com/fighter-details/a1a91dbf41a029c4
Caio Machado,"6' 4""",250 lbs.,"78""",Southpaw,"Jul 20, 1994",http://ufcstats.com/fighter-details/89839250eb25c9c1
Ian Machado Garry,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",http://ufcstats.com/fighter-details/442c9011034ae1fd
Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
War Machine,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
Anthony Macias,"5' 9""",185 lbs.,--,Switch,--,http://ufcstats.com/fighter-details/dedc3bb440d09554
Pauline Macias,"5' 4""",115 lbs.,"64""",Southpaw,"Jun 27, 1988",http://ufcstats.com/fighter-details/e88b83dea18f5d31
Reza Madadi,"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978",http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",http://ufcstats.com/fighter-details/68c7ad953455c73f
Ryan Madigan,"6' 0""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a8d521d913df4e31
